epoch,lr,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,val_macro_dice_present,val_macro_iou_present,val_macro_recall_present,val_micro_dice,val_n_classes_present,val_dice_crack,val_dice_spalling,val_dice_corrosion,val_dice_moisture,val_dice_delamination,val_dice_surface,seconds
0,2.9999999999999997e-05,0.7560583843631373,0.7935525608844445,0.269270569429762,0.42429183487762684,0.40534605192306966,0.4450954979662706,0.38772688934163146,0.24530513561090098,0.41416875243274426,0.42429183487762684,6.0,0.25281289122185,0.46494207663335596,0.4958642847377284,0.23963365449936994,0.43425593914026417,0.4388524898172202,864.9
1,0.000165,0.7344580637609348,0.7997093239768607,0.23375833145342076,0.3789369854597752,0.40455687857033495,0.35636876303999554,0.34798632839884486,0.21896839990809822,0.368549041563002,0.3789369854597752,6.0,0.23445728430816506,0.4457121419690194,0.5379561695380481,0.11647979884564784,0.39763969972825564,0.355672876003933,869.2
2,0.0003,0.7332714615232582,0.819581328845415,0.20357308448864597,0.3382812180037022,0.3834093134774643,0.30265775367088554,0.3228946519082712,0.19931779585732748,0.320056482987996,0.3382812180037022,6.0,0.2558913142116857,0.40297170996408416,0.4941840942156509,0.0906875938421016,0.38941926890949813,0.3042139303066066,870.8
3,0.00029278083615353516,0.721969188041797,0.8075463766934442,0.21340101358067126,0.35174029227310116,0.4002229595219675,0.3137347346628209,0.3305001038509978,0.20640680219408736,0.3494261538658974,0.35174029227310116,6.0,0.20954584754944663,0.42013592153377644,0.5264599525120564,0.13533166925705717,0.43828389220946823,0.25324334004418203,868.2
4,0.00027183000667030475,0.7121266290792563,0.7901082046207835,0.2563166638999885,0.4080446773734636,0.3812050111779724,0.4389500215009828,0.3925589734572134,0.2483986388925692,0.43029360136578276,0.4080446773734636,6.0,0.2839126575260415,0.4481098405656023,0.5210924867873911,0.25590129047527294,0.44277258194422936,0.403564983444743,876.5
5,0.00023919832471313977,0.699441266859188,0.7706446049154781,0.2830057389734965,0.44116051920379235,0.41293053400857893,0.4735336337320942,0.4287277675032028,0.27769668601477265,0.4736000897951256,0.44116051920379235,6.0,0.3150653181355303,0.47598397019895106,0.5588631099940443,0.2850284764567311,0.4936589256008163,0.4437668046331434,864.5
6,0.00019808000667030474,0.6959377976141135,0.7822693366496289,0.28686708746114087,0.4458379427934562,0.4344663635499529,0.45782079317188124,0.42241424440282965,0.2720423699355585,0.43484375926073643,0.4458379427934562,6.0,0.3578421933492443,0.4838126600100566,0.555038165696282,0.27802704029574926,0.3849521140838851,0.4748132929817609,868.5
7,0.0001525,0.6840329216982532,0.7717128222594496,0.31197948105418016,0.47558591511431797,0.4633915669810484,0.48843940794167534,0.4437263426397524,0.2897327710607242,0.44442214533492025,0.47558591511431797,6.0,0.4024627086668013,0.5047216076226179,0.5477619197356226,0.25756541016310236,0.44364880736819906,0.5061976022821713,870.3
8,0.00010691999332969526,0.677920401947225,0.7623951012482408,0.32945955973297203,0.49562930639145647,0.4716542486243945,0.5221722896134995,0.47409626224342244,0.3148460972086769,0.4912693693537422,0.49562930639145647,6.0,0.397922244285078,0.5013093494513462,0.5744844803545097,0.3196902707774126,0.5257384830888301,0.5254327455033582,872.3
9,6.580167528686022e-05,0.6705797011592702,0.7623565570741403,0.322465796227692,0.48767355215918534,0.497805395761532,0.47794590910299645,0.45985291293801905,0.3036596730592228,0.4451163855928826,0.48767355215918534,6.0,0.3911656876467769,0.5163519587787844,0.5821915460130593,0.2817757087618969,0.4741111819079644,0.5135213945196322,870.9
10,3.3169993329695266e-05,0.664971605839279,0.7478872173633732,0.3316391320588967,0.49809159865426467,0.4768663404068568,0.5212943413968545,0.4813850009154648,0.32170783871661507,0.5049326538198274,0.49809159865426467,6.0,0.4013399305585125,0.5306967859714179,0.5920234630173257,0.31840965077863326,0.5333726952578065,0.512467479909093,869.7
11,1.2219163846464854e-05,0.6629069262386313,0.7589487636187038,0.3438160602308814,0.5117010733921579,0.520153437628734,0.5035190144035969,0.4772216093351013,0.32023974185784504,0.45398444399345356,0.5117010733921579,6.0,0.36082398356732787,0.5354435071256297,0.601136541517887,0.28828445850557627,0.5327695869381219,0.5448715783560651,872.1
12,0.0003,0.6879951465619754,0.7714297827638563,0.31075258608670103,0.47415902800461224,0.4575504804652718,0.4920187328087475,0.44344155524611256,0.2901868209799852,0.44752415126365447,0.47415902800461224,6.0,0.3523249382540809,0.5188716358938376,0.577336427769487,0.284211473108906,0.4280560480530023,0.49984880839736134,859.6
13,0.00029278083615353516,0.6886297324705914,0.7574909727592938,0.3216108951609567,0.4866952842754649,0.4170012065363303,0.5843603655971076,0.43515625272278186,0.2834031510533927,0.49405308887901506,0.4866952842754649,6.0,0.30429664806391427,0.4839788869919988,0.521972686324952,0.2781501598222764,0.4992576818553644,0.5232814532781851,865.7
14,0.00027183000667030475,0.6831907352699852,0.7719725512090276,0.292333053416048,0.45241132329366424,0.4702748953198499,0.43585519670307243,0.4204306025226298,0.27282133389832103,0.4250924550245159,0.45241132329366424,6.0,0.2945782245726347,0.505427614706936,0.5382773418768888,0.22830780328232594,0.504459998874721,0.4515326318222723,868.3
15,0.00023919832471313977,0.6761796545449485,0.7646400603603144,0.3158775203977785,0.4801017047578887,0.46860376000976034,0.4921780833347589,0.41725360785968296,0.27449927639536587,0.4501708325086085,0.4801017047578887,6.0,0.2636578750098399,0.5088000847799847,0.5749994552960969,0.15955002307889116,0.4860381141137811,0.5104760948795041,869.4
16,0.00019808000667030474,0.6734161930713365,0.7635226134882599,0.3260295083859969,0.49173793844577435,0.4773509956653494,0.5070190505306081,0.45426269204461,0.3010976282449203,0.452273019304172,0.49173793844577435,6.0,0.2772690046168333,0.5285605514831743,0.5735680303431483,0.30231842963385913,0.5183122354050711,0.5255479007855741,854.7
17,0.0001525,0.6661317657289869,0.7495694341229611,0.34721768611727155,0.5154589190674375,0.48358065220691293,0.5518367145158019,0.47040228489782415,0.3148264554903331,0.4892944735815497,0.5154589190674375,6.0,0.3245611247492817,0.5374220016379125,0.5809628953476066,0.289503487801582,0.5402903060472011,0.5496738938033608,861.8
18,0.00010691999332969526,0.6607661830665572,0.7652208565688524,0.33036915325447086,0.4966578673991224,0.5107823196877768,0.48329355067398233,0.45847881043760275,0.3053036287529645,0.4365293554511156,0.4966578673991224,6.0,0.3120679214360076,0.5208342582886188,0.5884243628212892,0.26547766505115333,0.5386577810143148,0.5254108740142329,860.4
19,6.580167528686022e-05,0.6544147100006837,0.7462084681772795,0.3547211727286574,0.5236814480638606,0.4991076854805551,0.5508003176600166,0.49164461051038694,0.3314972873052213,0.4969365690280736,0.5236814480638606,6.0,0.3890075303782405,0.5456532234497468,0.5911813797558326,0.32131207076930934,0.5433176109320038,0.5593958477771889,874.6
20,3.3169993329695266e-05,0.6521200860543653,0.7346239109508327,0.3614856719068187,0.5310164908317287,0.481685684359691,0.5916043853656432,0.49998326511285307,0.3386400747388821,0.5374065369834411,0.5310164908317287,6.0,0.38082309342957626,0.5494116118226307,0.5893376534172416,0.3490535744878397,0.5657216625529838,0.5655519949668463,855.4
21,1.2219163846464854e-05,0.6454063426313764,0.7469529702526624,0.35841960316954663,0.5277008699421892,0.5088495810522418,0.5480026581440588,0.4985750135777834,0.33762680096792314,0.49089857533234166,0.5277008699421892,6.0,0.38816368978274,0.5500252677901646,0.5947611205958822,0.3350036597093225,0.5630011799829422,0.5604951636056488,870.1
22,0.0003,0.6738277027911218,0.7520206875976969,0.31514677584635814,0.4792571926331896,0.4152696636660728,0.5665559205420141,0.4539632864749648,0.2993204419402369,0.5361866459489627,0.4792571926331896,6.0,0.3664710754870046,0.5098677705842488,0.562676094147953,0.26143136550825197,0.5120980331905693,0.5112353799317613,870.0
23,0.00029278083615353516,0.672549495253532,0.7680799582454024,0.3096678512143547,0.47289524733652644,0.4135548794424423,0.5521178004432539,0.4482530782110763,0.29477074411858667,0.4766458089789772,0.47289524733652644,6.0,0.3049060284428355,0.49242513389941545,0.561466226627508,0.2952789297312384,0.524133778347126,0.5113083722183344,859.0
24,0.00027183000667030475,0.6718719442112461,0.7535557121527,0.3398727461788934,0.5073209334963444,0.4947374094974427,0.5205612813060391,0.48127489983338895,0.32157193784526095,0.49452290736522003,0.5073209334963444,6.0,0.38959468714823114,0.5190985736690931,0.5828670347758638,0.32398673389006927,0.5307852499414439,0.5413171195756324,864.3
25,0.00023919832471313977,0.6668461595710955,0.7485661159773342,0.3454620018639818,0.513521751465867,0.47338196983681663,0.5610994147836468,0.49500299018563254,0.3328323552048369,0.5133948514870516,0.513521751465867,6.0,0.4278601059323887,0.5345037721843414,0.5723447148925319,0.3389889880557868,0.5506423367609934,0.5456780232877531,873.2
26,0.00019808000667030474,0.6602633226966377,0.7596969460366202,0.34021893024543437,0.5077064986436657,0.45515957995598566,0.5739697205140195,0.47738227786233806,0.31799054749983535,0.48626707134679564,0.5077064986436657,6.0,0.4018223996129317,0.4879954745928099,0.5990556305055138,0.33271135477875985,0.4873495969484518,0.5553592107355615,872.3
27,0.0001525,0.6547758748656825,0.7501960975713418,0.35003839122376995,0.5185606476071698,0.48991365113306556,0.5507658913497399,0.47901349049001324,0.3218336318286086,0.49179627827965205,0.5185606476071698,6.0,0.2949627065479204,0.5339899241751442,0.595021971168908,0.3528495621892738,0.5449023339754797,0.5523544448833535,863.5
28,0.00010691999332969526,0.6481823539209607,0.7457567392314066,0.35286499943709654,0.5216558926188755,0.5161107505403792,0.5273214838626152,0.49549406899138687,0.3349819923144474,0.48974223038301234,0.5216558926188755,6.0,0.36668864868699497,0.5482646187124539,0.6027768395819554,0.3486349465127471,0.5679011206430128,0.5386982398111567,871.7
29,6.580167528686022e-05,0.646850358386992,0.7501812320752222,0.358061010281753,0.5273121127414845,0.5169213248344819,0.5381292065292071,0.495144993214579,0.335175675049574,0.48689227654585965,0.5273121127414845,6.0,0.3446350690140755,0.5482166613945987,0.6004840124885441,0.3543476964164981,0.5626755214131816,0.560510998560576,856.4
