epoch,lr,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,seconds
0,0.00027183000667030475,0.6181244132013866,0.563877914406237,0.0027269650701046183,0.005439097910195255,0.03308698155715014,0.002963097582210426,290.2
1,0.00019808000667030474,0.5809361645581058,0.549215132706478,0.05436463438088088,0.10312302330360995,0.25321330846681905,0.06474557212540322,211.2
2,0.00010691999332969526,0.5792975625376858,0.5286618787489954,0.17512709696194514,0.2980564356224974,0.36004556798528753,0.2542774292418642,212.7
3,3.3169993329695266e-05,0.5590417451825502,0.5171753530863856,0.17002515314210034,0.2906350392305637,0.3841219981052306,0.23374626953098013,212.3
4,0.0003,0.5428549759971291,0.5138756041644049,0.23464844052246298,0.38010567675955986,0.3632952708058765,0.3985472636218029,212.2
5,0.00029278083615353516,0.5571829533033542,0.5345119953644081,0.15093794623985832,0.26228685348845465,0.24603090887838605,0.2808429245375049,212.6
6,0.00027183000667030475,0.5470955881574425,0.5228399316795537,0.1777700681296584,0.3018756766538714,0.3339982154442601,0.2753898437120532,211.9
7,0.00023919832471313977,0.5559071332164672,0.5298288200722366,0.12080842703444603,0.2155737307473567,0.3099033840234966,0.16526860127875634,211.4
8,0.00019808000667030474,0.5540682235103911,0.520755011405124,0.19022166049728992,0.31964073048009034,0.35621949775207046,0.28987465223592107,212.0
9,0.0001525,0.542715734164287,0.5254342056444434,0.1475560194688163,0.2571656929430206,0.28461681932977223,0.23454405545600376,211.7
10,0.00010691999332969526,0.5365072370813682,0.5146347811964692,0.24958381264243668,0.39946710275424163,0.358913082120323,0.45035303341387667,212.1
11,6.580167528686022e-05,0.5271239561011044,0.51007336097174,0.2101310875414437,0.3472864877281277,0.37626835846364276,0.3224499512617053,211.9
12,3.3169993329695266e-05,0.5187149102881817,0.5057304817267129,0.25552172359111114,0.4070367223280758,0.4543142659277502,0.3686714699036607,212.2
13,1.2219163846464854e-05,0.5155057793604592,0.504588959158444,0.24309487584547745,0.39111234479208856,0.46355625021010716,0.3382509688830862,212.1
14,0.0003,0.5175492234197023,0.5039307356613582,0.25433012201657235,0.4055234225064908,0.47609279291194767,0.35317384623933296,212.3
15,0.0002981840302377828,0.5434838240881291,0.5125259782691471,0.1959165484138323,0.327642507620921,0.5129959967581097,0.24068077398501353,211.7
16,0.00029278083615353516,0.5442067963225403,0.5154563977581555,0.1558020247957552,0.2695998474709151,0.32587097069495186,0.2299007761578352,211.6
17,0.0002839234623177842,0.5396564263727922,0.5177058345470272,0.1441520215574736,0.2519805390218112,0.39179927013079596,0.18570814202241145,211.3
18,0.00027183000667030475,0.541089088360973,0.5185967672799454,0.1517423148963877,0.2635004600139896,0.3514867337698275,0.21074540290566773,211.5
19,0.0002567982502250157,0.5344549460316145,0.5188314876839762,0.18851060018060023,0.3172215715231401,0.4240323154264261,0.25339353150064725,211.8
20,0.00023919832471313977,0.5273565364172881,0.5101173409550893,0.2151954778250085,0.35417425714942835,0.5418990697002547,0.2630488188913238,211.7
