epoch,lr,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,seconds
0,0.000165,0.6341424661397762,0.5389683341882268,0.25877826237447477,0.41115781883035196,0.36267279992102797,0.4746071183432478,872.3
1,0.0003,0.6028960394618661,0.5503047456751105,0.22329676257769637,0.3650737407449223,0.302399405893747,0.4605195519540196,794.6
2,0.00029278083615353516,0.6048846934154555,0.550624925337854,0.16711773079991266,0.28637681767609585,0.268930826181631,0.3062433338085808,796.1
3,0.00027183000667030475,0.5879814600635108,0.5380779557296487,0.18644726933032443,0.3142950793515877,0.37938754031542826,0.26826772125911813,795.5
4,0.00023919832471313977,0.5715687222934577,0.5388156635473009,0.20309240293899555,0.33761729762879006,0.2957866229339382,0.3932283571309976,795.6
5,0.00019808000667030474,0.556411582139128,0.5348972720933742,0.19784485587676442,0.33033469218674666,0.41730139115686127,0.2733647623076647,795.3
6,0.0001525,0.5495799564980051,0.5249592843847196,0.2544177942404483,0.4056348617001222,0.4304334725844197,0.3835380423815842,794.0
7,0.00010691999332969526,0.5299719952600159,0.5171301366120088,0.25994419340230035,0.41262810648836434,0.42270111382800596,0.4030240064696567,794.8
8,6.580167528686022e-05,0.5199238579545677,0.5226512922615302,0.2493233834837606,0.39913346180797143,0.41386413452689014,0.3854153665402124,794.1
9,3.3169993329695266e-05,0.5020053323001078,0.5147907565363118,0.25071368122667,0.4009129907026779,0.42465593472300633,0.37968444811141194,794.7
10,1.2219163846464854e-05,0.49774133215598604,0.5128565896607813,0.26681766590496153,0.42124083534051154,0.4489175859773998,0.39677856908569425,794.9
11,0.0003,0.49312047504785683,0.5076676641942047,0.293558850813813,0.4538778434844725,0.51320097340778,0.4068484623253482,795.2
12,0.00029278083615353516,0.5339582319730636,0.5299108068107582,0.23117055532982794,0.37552970111098516,0.2928283773183218,0.5233298195833437,793.9
13,0.00027183000667030475,0.5399866049055067,0.5310543836628805,0.22526833946485744,0.36770449738911004,0.40400769640114875,0.33738762427650115,792.9
14,0.00023919832471313977,0.5228291444625456,0.52445871981441,0.21034395252811944,0.34757715290560365,0.4203421378698139,0.29628718945968036,794.4
15,0.00019808000667030474,0.5205002565734578,0.5243163242569713,0.2312018699484478,0.3755710181923758,0.39596896787611346,0.35717167278650724,793.5
16,0.0001525,0.5119358121467823,0.5074707726474668,0.2975136694364284,0.45859042019287954,0.5215826723670025,0.4091739259494658,792.8
17,0.00010691999332969526,0.5000576722209369,0.5143017049451344,0.2877977344719948,0.4469610821143332,0.3758176915052664,0.5513293427729244,793.3
18,6.580167528686022e-05,0.4930164161481355,0.5109116977966223,0.28617441582817943,0.44500094591589134,0.43897809601501536,0.45119136381023806,793.0
19,3.3169993329695266e-05,0.4843719677866665,0.5099538335668259,0.28953197472475956,0.4490497023721461,0.43849601926410015,0.4601239239627549,792.9
20,1.2219163846464854e-05,0.4788231012541008,0.5108876159323044,0.27887274625581115,0.43612274492872594,0.4696778865974756,0.4070424587212224,793.1
21,0.0003,0.4699438515634269,0.5055416408376615,0.30823854983986543,0.4712268261435887,0.5021043162804906,0.4439270168418409,792.5
22,0.00029278083615353516,0.5109521871775109,0.5184515712202572,0.23401428385670517,0.37927321736557645,0.4472701569463582,0.32922263540597324,792.6
23,0.00027183000667030475,0.5122040765355969,0.5164805351466429,0.2746844977119346,0.4309842917286508,0.5081831449858897,0.3741470586172907,792.1
24,0.00023919832471313977,0.5049717032359329,0.5155204946755386,0.26117843369238664,0.4141815729083273,0.4813743865930156,0.3634493649929162,791.6
25,0.00019808000667030474,0.5005946230419952,0.5121688920943464,0.33780929944511745,0.5050186145143862,0.44032671696023,0.5919930130133314,791.4
26,0.0001525,0.49097964797160915,0.512416175520811,0.26303690969856425,0.4165150007553469,0.40287067391656395,0.43111593115542496,790.3
27,0.00010691999332969526,0.4823524840589728,0.5125423953181407,0.28005151145003976,0.4375628776576311,0.5355258120673739,0.3698979921762521,791.3
28,6.580167528686022e-05,0.47759884379712814,0.5062733684040484,0.2975700051298208,0.4586573424992961,0.47578422433273676,0.44272065531826016,792.3
29,3.3169993329695266e-05,0.46874710901035366,0.5063985922663915,0.2942736610392317,0.45473174630309,0.4539426027682862,0.4555236383439649,792.2
