epoch,lr,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,val_macro_dice_present,val_macro_iou_present,val_macro_recall_present,val_micro_dice,val_n_classes_present,val_dice_crack,val_dice_spalling,val_dice_corrosion,val_dice_moisture,val_dice_delamination,val_dice_surface,seconds
10,3.3169993329695266e-05,0.6628527313578275,0.7330119324023606,0.3487668956872786,0.5171640804685685,0.43516864809973493,0.637232903626327,0.49070922534855677,0.32957695637568885,0.555542420144244,0.5171640804685685,6.0,0.4015566597377439,0.5316893853008355,0.5818787543058725,0.33713554625868364,0.5399627811946636,0.5520322252935415,868.9
11,1.2219163846464854e-05,0.6595996905163887,0.7389568371362374,0.3484590229389566,0.5168255275262168,0.4451526154682501,0.6160073311033877,0.4835212006174492,0.3245934056689237,0.5099567924452558,0.5168255275262168,6.0,0.3557656772063237,0.5438235082740617,0.590788138051756,0.32822459577781904,0.53413411241563,0.5483911719791046,870.2
12,0.0003,0.684346749899451,0.7554185434443051,0.3089532847324976,0.4720615904877559,0.3925458015588701,0.5919745326216085,0.43671497909686924,0.28344296811057806,0.47236022794115384,0.4720615904877559,6.0,0.3294278222489335,0.5063906935063572,0.5377220557705573,0.309655038174792,0.4305765324233762,0.5065177324571991,858.0
13,0.00029278083615353516,0.6852737853917271,0.7576184961639467,0.3222336861317552,0.4874080724330388,0.4073886370081755,0.6065460933249854,0.41522949441728213,0.271355606820906,0.4659764428009941,0.4874080724330388,6.0,0.14599453256362246,0.48708296549774166,0.5347564049687814,0.30991194744565775,0.4918520742623785,0.5217790417655113,863.4
14,0.00027183000667030475,0.6805916810431064,0.7649039704291547,0.3253359572724648,0.49094866171442997,0.454857672465363,0.533260582843617,0.4324101216410076,0.28368258007697056,0.44480341081944236,0.49094866171442997,6.0,0.26977329766693864,0.5132575105073821,0.5636360663263522,0.2502561261054521,0.4690339448346309,0.5285037844052898,865.3
15,0.00023919832471313977,0.6729264999089176,0.753110864856204,0.33233774284217005,0.4988791237471369,0.45463638268107665,0.5526610970943573,0.4281542344982709,0.282533203748022,0.4503362634481806,0.4988791237471369,6.0,0.2652785134890399,0.5115333528202461,0.56235386444671,0.1915949559477024,0.49946780455829987,0.5386969157276269,867.5
16,0.00019808000667030474,0.6686460354814618,0.7555716819450503,0.3368622471726652,0.503959548390414,0.45714783670539594,0.5614519494774309,0.44466523244423933,0.29373958369698855,0.46230363008846237,0.503959548390414,6.0,0.2662509265819252,0.5158269445069599,0.5625755478095781,0.27809501133432085,0.4951553079551485,0.5500876564775036,853.7
17,0.0001525,0.6629819628052688,0.7476886124884496,0.34216250827005784,0.5098674805200429,0.4461047857642543,0.5948974191296077,0.45358927622419204,0.30293493198487803,0.47245191004844306,0.5098674805200429,6.0,0.22099283623290852,0.5441339729706854,0.5711784658741256,0.3050516473668052,0.5426776066022482,0.5375011282983793,859.8
18,0.00010691999332969526,0.6560755820178091,0.7484759556465461,0.34497415758276057,0.512982581320018,0.46865205657682674,0.5665758715680109,0.46544321961587265,0.31026382093592547,0.4585068226201041,0.512982581320018,6.0,0.2763058942370555,0.5150847400675777,0.5659949304026604,0.33669858389281226,0.5528854734682987,0.5456896956268312,858.3
19,6.580167528686022e-05,0.649914004799266,0.7278541087127123,0.35466375170116204,0.523618870373968,0.4571630747386978,0.6126817327813301,0.4862539974660043,0.3280628918830691,0.518432494304467,0.523618870373968,6.0,0.3213799286478515,0.5544837079419755,0.5930547212935966,0.33941116078453587,0.5591655982215045,0.5500288679065618,873.6
20,3.3169993329695266e-05,0.6485450153997155,0.7394779058264904,0.3600500338143426,0.5294658650234513,0.47741841613312347,0.5942501349222755,0.4872164956063893,0.3277560964266955,0.49682001026697215,0.5294658650234513,6.0,0.3277325286575467,0.560487380582782,0.5797003533285667,0.3664633955862737,0.5231510343432156,0.5657642811399509,854.0
21,1.2219163846464854e-05,0.6444608049892915,0.7350850452165134,0.3637089841233364,0.5334114365421557,0.4887539383673547,0.5870502818422236,0.4901762849411085,0.33123183709747345,0.49541979634009103,0.5334114365421557,6.0,0.31573003992504795,0.5695177163327116,0.5910927416784726,0.3629840927146921,0.5368656837000508,0.5648674352956761,869.3
22,0.0003,0.670517407352321,0.767365673037826,0.33379425574514154,0.5005183585209894,0.4774317819822873,0.5259511247405397,0.4414339508964496,0.2912596015917945,0.4143546524854564,0.5005183585209894,6.0,0.2485513784472009,0.49188063314726854,0.5699274024775757,0.2858023208095723,0.5163137438845637,0.5361282266125165,872.3
23,0.00029278083615353516,0.6694798813247819,0.7539253083408856,0.3338943080963851,0.5006308311981468,0.4507568733604749,0.5629144556695286,0.44661904350180553,0.2950931844747395,0.4494307219429135,0.5006308311981468,6.0,0.2812530876683746,0.5099375368567974,0.5614392746577946,0.27078113309872487,0.5170808502442108,0.5392223784849309,873.3
24,0.00027183000667030475,0.6658808539948535,0.7598807337831278,0.350149210120921,0.5186822426679214,0.5026989853396981,0.5357152483404763,0.4435858119067355,0.29697321926835296,0.4386834924934917,0.5186822426679214,6.0,0.22976092810395649,0.539779830837905,0.5806518329278874,0.22416854297295874,0.521930727669779,0.5652230089279267,871.2
25,0.00023919832471313977,0.6627327188108151,0.7488343200234117,0.33913298621646254,0.5064963520533334,0.4451894205699628,0.5873850042703052,0.4830849409161872,0.3232008788982282,0.514165270189831,0.5064963520533334,6.0,0.35605839537616396,0.5185776583378462,0.584027156108542,0.35620514045540963,0.5560997931091235,0.527541502110038,877.4
26,0.00019808000667030474,0.6556575441884754,0.7540121493769474,0.3509769844861234,0.5195898797929943,0.48897396937966103,0.5542957541639856,0.4770102207258619,0.31966812873903866,0.4662115713895402,0.5195898797929943,6.0,0.317816405639953,0.545331833134489,0.5907863089369939,0.3339785247989351,0.5230450657956649,0.5511031860491357,867.2
27,0.0001525,0.6506740869767561,0.7281601145619252,0.3610700949267542,0.5305679645340898,0.4600550633756847,0.6266086247493009,0.4880487013979747,0.32832587614216896,0.5225789839541796,0.5305679645340898,6.0,0.3341319434246168,0.5488439747196714,0.5934141476845509,0.3708919530714316,0.5133947703110701,0.5676154191765076,872.1
28,0.00010691999332969526,0.6448924299101221,0.7430760926399075,0.355087871889394,0.5240809533544069,0.47041328363376794,0.5915710542037098,0.4763401363547048,0.3183227531064154,0.4783179912573971,0.5240809533544069,6.0,0.31991071568488866,0.5488152718028241,0.5889024011641715,0.363282521271432,0.4786629741151792,0.5584669340897331,875.3
29,6.580167528686022e-05,0.638541346659485,0.7351989878005669,0.3762672291150878,0.5467938510125248,0.4978927894629674,0.6063468407469805,0.49765750560470173,0.3387281097142832,0.5088004359028476,0.5467938510125248,6.0,0.2982212457240342,0.5653226037312616,0.59938447832133,0.37900740013138706,0.5599081759276952,0.5841011297925025,878.0
