epoch,lr,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,seconds
0,2.9999999999999997e-05,0.6373653814959371,0.5380840647171755,0.25965230226586977,0.4122602749962124,0.5399663017756071,0.3334070419549509,871.5
1,0.000165,0.6043529152612336,0.5515539927072213,0.21401885075539845,0.35257912284019244,0.44889353399225757,0.2902938041772789,795.8
2,0.0003,0.6051505522153836,0.5511329441529805,0.16710884817384997,0.2863637756415292,0.6316996189728751,0.18514771974986938,796.3
3,0.00029278083615353516,0.5890504360886555,0.5405357952733509,0.2627008826666326,0.41609360739789497,0.4832339841078243,0.3653341906514798,796.4
4,0.00027183000667030475,0.5674740284874702,0.539628306739643,0.24282091375584897,0.3907576885265562,0.5512245160862927,0.3026525750075402,796.7
5,0.00023919832471313977,0.5563729782476645,0.5297777202041423,0.2522637242299098,0.40289232906597455,0.5572133596676295,0.3155110860884788,796.3
6,0.00019808000667030474,0.5416833690090324,0.5258767133364912,0.27028408637345624,0.42554903942013844,0.573124063322086,0.33841085543023913,796.5
7,0.0001525,0.5242172549934635,0.5189028097102877,0.2341223654368378,0.3794151568656911,0.5859387364684604,0.2805357846074298,797.1
8,0.00010691999332969526,0.5155682714082563,0.5142986333516778,0.23339560926222647,0.3784602564003539,0.6765726860203549,0.26270625057869224,797.1
9,6.580167528686022e-05,0.5051768579625705,0.5086654160232817,0.2491453613814816,0.39890531411963365,0.6467092088700743,0.2883979441600408,797.8
10,3.3169993329695266e-05,0.49383112321934775,0.5125921454097404,0.26589598188219654,0.4200913593024433,0.6268933184162029,0.31588575990418105,796.8
11,1.2219163846464854e-05,0.49014896517961937,0.4992416469288654,0.3046953287014216,0.46707506649033287,0.6479797749015809,0.3651355557253431,797.0
12,0.0003,0.5305217326611344,0.5207486393266036,0.2603559109288723,0.4131466495634428,0.5550661628691749,0.32902214968602195,799.6
13,0.00029278083615353516,0.5344198363134134,0.5141418564026473,0.2630713886618432,0.4165582262781731,0.5970477916798966,0.3198626623406959,798.7
14,0.00027183000667030475,0.5290488515449413,0.5251461321213207,0.22014565582165468,0.3608514356811065,0.5633811174217838,0.26543154278485676,798.0
15,0.00023919832471313977,0.5221784230501598,0.5214101615377137,0.30373227320029245,0.46594270839781543,0.5752072018216596,0.39156272402262005,797.4
16,0.00019808000667030474,0.5075831020724971,0.51108924018555,0.27850841331273624,0.43567709123023224,0.6195402503792625,0.33597006308918154,799.1
17,0.0001525,0.5044285798940885,0.5137927183484445,0.24597750115241646,0.3948345791555779,0.659849228243765,0.2816969055936511,798.6
18,0.00010691999332969526,0.49191477702905057,0.498798844938884,0.27919742958345256,0.43651968511907996,0.6414871741571415,0.3308172208703685,798.4
19,6.580167528686022e-05,0.48069009137781044,0.5028692995671367,0.3043793412559729,0.4667037136035737,0.6109626591554711,0.37755612408818023,798.1
20,3.3169993329695266e-05,0.4750119863006823,0.4976026712016004,0.31167718934676375,0.47523459564313075,0.6596888761945175,0.3713907692352926,798.9
21,1.2219163846464854e-05,0.47067515457716447,0.4974498230292172,0.3116681975038815,0.4752241429608332,0.6497797296595058,0.3745939413404749,798.7
22,0.0003,0.5112012235269154,0.5069802394289462,0.3097575659118963,0.4729998497030752,0.6494891507624537,0.37193254862377656,798.0
23,0.00029278083615353516,0.5110751112932427,0.5194141820195268,0.2558611882445066,0.40746730711880613,0.5535773035146253,0.3223792302276501,797.4
24,0.00027183000667030475,0.5064427135075781,0.5068541580169904,0.35394056524986806,0.5228302841854048,0.5140493925392636,0.5319163761674607,796.4
25,0.00023919832471313977,0.49846136905602095,0.5137035915108977,0.29190705347051615,0.45190101360055474,0.5759889220218682,0.37180201710088673,894.5
26,0.00019808000667030474,0.4915142351397526,0.5224839043421824,0.2108093083661115,0.348212236079654,0.6380108389412014,0.23944914856557478,817.3
27,0.0001525,0.4815307232701013,0.4978564291826037,0.3312291599487674,0.4976290632959314,0.6633958932305679,0.3981426898721264,819.1
28,0.00010691999332969526,0.471257863516591,0.5000507807756056,0.2960577923644564,0.45685893655150184,0.7017906763564841,0.3386624596700123,819.6
29,6.580167528686022e-05,0.46320943394279684,0.5124498938561463,0.23995778162791756,0.3870418576878988,0.6718375572490355,0.2718170776220071,820.7
